Date,SPY,QQQ,AGG,GLD
2010-01-05,0.0026471576299729183,0.0,0.004549059353390339,-0.0009108023746452476
2010-01-06,0.0007040270850415808,-0.006031881627644453,-0.0005779182954401829,0.01649959196299955
2010-01-07,0.004221548390547003,0.0006500488321476983,-0.0011571929425449046,-0.006187807624317809
2010-01-08,0.0033274383693673304,0.008230757844076564,0.0005788076058212965,0.0049630306196752905
2010-01-11,0.0013964130123360619,-0.00408140557335368,-0.0007713352854399336,0.013288997854356888
2010-01-12,-0.009325982806759225,-0.01251140684374663,0.006372475681541978,-0.020912721685971247
2010-01-13,0.008446362907040372,0.01245083537553704,-0.00422130215631078,0.00950315025847348
2010-01-14,0.0027043082623972037,0.000863120737370604,0.002601562449872974,0.004393023666376061
2010-01-15,-0.011224259931273073,-0.011640283632324833,0.0019210247415644144,-0.01044361493969348
2010-01-19,0.01249571822349127,0.016139753084859487,-0.0016296832291817775,0.005953418988644765
2010-01-20,-0.01016852894379816,-0.01438114316153738,0.0025929217896369927,-0.023134812404252192
2010-01-21,-0.019228998946861364,-0.009364333402539948,0.00028772449917702225,-0.014411599592799917
2010-01-22,-0.0222919710541033,-0.02923664670159476,0.0005749417226448283,-0.001862760291706178
2010-01-25,0.005127366155267765,0.003396670523356793,-9.609113994146767e-05,0.002892648999578862
2010-01-26,-0.004190207169393334,0.0009025606927735019,0.0012445226202517645,0.0007442705541653716
2010-01-27,0.0047569826989464215,0.007891843432366485,-0.0007646631899738132,-0.009576039444736839
2010-01-28,-0.011472052097865726,-0.025727012233563107,-0.0008616441458615398,-0.0004693083914030227
2010-01-29,-0.01086862961567403,-0.01745144620706429,0.0022986361159929025,-0.004883586176437471
2010-02-01,0.01555074734983175,0.01098393713956658,-0.0013703364324817446,0.02255567582388429
2010-02-02,0.012103263478290938,0.009015259754524552,0.0011513283862363277,0.007198881313165595
2010-02-03,-0.004982734639301323,0.005498655001634045,-0.0018216832826400964,-0.003940257637661482
2010-02-04,-0.030865889252778222,-0.02893619617299048,0.0024020273917442214,-0.03983435439949368
2010-02-05,0.0020669277609941528,0.008447001776283436,0.00038239462420874837,0.002970178695371306
2010-02-08,-0.0072192776699013805,-0.007212701151679157,0.0019157847375663728,-0.006113864996012963
2010-02-09,0.012560477681129667,0.010311396203185774,-0.0018164587758727757,0.01316803858637372
2010-02-10,-0.001959136121217786,-0.0020877224225196445,-0.0022975858543019534,-0.002751170718643836
2010-02-11,0.010466702574369435,0.015109086317593778,-0.0016319537430626863,0.01912095181048934
2010-02-12,-0.0008320935315260236,0.0020610515534278395,0.00019220110391371392,-0.0008400666498452614
2010-02-16,0.015734751479871356,0.012797475452162699,0.002499501923237446,0.02410315591356138
2010-02-17,0.004738713759690594,0.0056403495253787295,-0.0030691209932878216,-0.0033753214496574646
2010-02-18,0.005895017249097689,0.006282646509567558,-0.00038489246332662486,0.006681952923877299
2010-02-19,0.002073751203950147,-0.00044599361789676717,0.0007705376696403032,-0.004637226047132237
